# source_id	kind	status	crystal_refs	notes
src/agent/builder.rs::func::without_preamble	func	partial	src/crig/agent.cr:65-67,spec/crig_spec.cr:515-523	Agent-builder preamble removal is ported.
src/agent/builder.rs::method::AgentBuilder.build	method	partial	src/crig/agent.cr:82-94,spec/crig_spec.cr:430-438,spec/crig_spec.cr:460-466	Minimal agent-builder build step is ported for completion-client construction flows; broader tool/context typestate behavior remains missing.
src/agent/builder.rs::method::AgentBuilder.name	method	partial	src/crig/agent.cr:46-48,spec/crig_spec.cr:460-466	Agent-builder naming is ported for completion-client dynamic agent construction; the broader builder surface remains incomplete.
src/agent/builder.rs::method::AgentBuilder.new	method	partial	src/crig/agent.cr:33-44,spec/crig_spec.cr:430-438,spec/crig_spec.cr:460-466	Agent-builder construction from a completion model is ported via Crystal `initialize`; Rust typestate and tool-server state are not mirrored.
src/agent/builder.rs::method::AgentBuilder.tool	method	partial	src/crig/agent.cr:117-119,spec/crig_spec.cr:771-790	Agent-builder tool method is ported as lightweight tool-definition storage.
src/agent/builder.rs::method::AgentBuilder.tool_server_handle	method	partial	src/crig/agent.cr:125-127,spec/crig_spec.cr:771-790	Agent-builder tool-server-handle method is ported as lightweight handle storage.
src/agent/builder.rs::struct::AgentBuilder	struct	partial	src/crig/agent.cr:24-95,spec/crig_spec.cr:430-438,spec/crig_spec.cr:460-466	Minimal model/preamble/temperature/tool-choice/output-schema agent builder is ported to support completion-client parity; upstream context/tools/hooks typestate remains missing.
src/agent/builder.rs::struct::NoToolConfig	struct	ported	src/crig/agent.cr:8-9	NoToolConfig marker struct is ported as a lightweight Crystal compatibility type.
src/agent/builder.rs::struct::WithBuilderTools	struct	partial	src/crig/agent.cr:11-15	WithBuilderTools compatibility struct is ported as lightweight static tool-definition storage without Rust toolset integration.
src/agent/builder.rs::struct::WithToolServerHandle	struct	partial	src/crig/agent.cr	WithToolServerHandle compatibility storage is ported around the lightweight Crystal tool-server handle wrapper; upstream server/runtime integration remains incomplete.
src/agent/completion.rs::struct::Agent	struct	partial	src/crig/agent.cr,spec/crig_spec.cr	Agent request-building storage and the shared completion/stream-completion builder path are ported; Rust prompt-request hooks, async trait impls, and tool-server runtime integration remain missing.
src/agent/completion.rs::type::DynamicContextStore	type	partial	src/crig/agent.cr,spec/crig_spec.cr	Ported as `DynamicContextStore = Array(DynamicContextSource)` with callable vector-index wrappers instead of Rust `Arc<RwLock<Vec<Box<dyn VectorStoreIndexDyn>>>>`.
src/agent/prompt_request/hooks.rs::enum::HookAction	enum	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Hook action control-flow enum is ported as a Crystal struct with `Kind` plus `cont`/`terminate` helpers.
src/agent/prompt_request/hooks.rs::enum::ToolCallHookAction	enum	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Tool-call hook action control flow is ported as a Crystal struct with `Kind` plus `cont`/`skip`/`terminate` helpers; actual tool-loop consumption remains unported.
src/agent/prompt_request/hooks.rs::func::cont	func	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`cont` helpers are ported on both hook action wrappers.
src/agent/prompt_request/hooks.rs::func::skip	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`ToolCallHookAction.skip` is ported, but no tool runtime consumes it yet.
src/agent/prompt_request/hooks.rs::func::terminate	func	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Terminate helpers are ported and consumed by the non-tool prompt-request path.
src/agent/prompt_request/hooks.rs::method::HookAction.cont	method	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`HookAction.cont` is ported.
src/agent/prompt_request/hooks.rs::method::ToolCallHookAction.cont	method	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`ToolCallHookAction.cont` is ported.
src/agent/prompt_request/hooks.rs::trait::PromptHook	trait	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Prompt hooks are ported as a Crystal abstract class with default no-op callbacks; current runtime consumes only completion-call/response hooks, not tool or streaming hooks yet.
src/agent/prompt_request/mod.rs::func::extended_details	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Prompt and typed-prompt request state transitions to extended-details are ported; upstream async/tool-loop behavior remains missing.
src/agent/prompt_request/mod.rs::func::from_agent	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`PromptRequest.from_agent` and `TypedPromptRequest.from_agent` are ported for lightweight Crystal agents without Rust hook generics.
src/agent/prompt_request/mod.rs::func::max_turns	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Max-turns builder storage is ported on prompt request wrappers, but upstream multi-turn enforcement is not yet implemented.
src/agent/prompt_request/mod.rs::func::new	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Request and response constructors are ported as Crystal initializers.
src/agent/prompt_request/mod.rs::func::with_history	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	History attachment is ported by copying Crystal message arrays rather than borrowing mutable vectors.
src/agent/prompt_request/mod.rs::func::with_messages	func	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`PromptResponse.with_messages` is ported.
src/agent/prompt_request/mod.rs::func::with_tool_concurrency	func	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Tool concurrency is stored for parity, but not consumed until tool-loop runtime is ported.
src/agent/prompt_request/mod.rs::method::PromptRequest.extended_details	method	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Extended response-mode transition is ported on the Crystal request wrapper.
src/agent/prompt_request/mod.rs::method::PromptRequest.from_agent	method	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Agent-derived prompt request construction is ported for lightweight Crystal agents.
src/agent/prompt_request/mod.rs::method::PromptResponse.new	method	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`PromptResponse.new` is ported.
src/agent/prompt_request/mod.rs::method::TypedPromptRequest.extended_details	method	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Typed extended-details transition is ported.
src/agent/prompt_request/mod.rs::method::TypedPromptRequest.from_agent	method	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Typed prompt requests are ported with a generated schema title instead of Rust schemars output.
src/agent/prompt_request/mod.rs::method::TypedPromptResponse.new	method	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	`TypedPromptResponse.new` is ported.
src/agent/prompt_request/mod.rs::struct::Extended	struct	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Extended marker state is ported.
src/agent/prompt_request/mod.rs::struct::PromptRequest	struct	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Prompt request builder/state plus non-tool send path are ported; hooks and multi-turn tool execution remain missing.
src/agent/prompt_request/mod.rs::struct::PromptResponse	struct	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Prompt response output/usage/messages wrapper is ported.
src/agent/prompt_request/mod.rs::struct::Standard	struct	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Standard marker state is ported.
src/agent/prompt_request/mod.rs::struct::TypedPromptRequest	struct	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Typed prompt requests are ported with JSON parsing via `T.from_json`; full schemars/native structured-output parity remains incomplete.
src/agent/prompt_request/mod.rs::struct::TypedPromptResponse	struct	ported	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Typed prompt response wrapper is ported.
src/agent/prompt_request/mod.rs::trait::PromptType	trait	partial	src/crig/agent/prompt_request.cr,spec/crig_spec.cr	Ported as a Crystal marker module rather than a Rust trait.
src/agent/prompt_request/streaming.rs::enum::MultiTurnStreamItem	enum	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Stream item wrappers are ported with `StreamedAssistantContent`, `StreamedUserContent`, and final-response variants; reasoning, tool-call assistant items, and streamed tool-result user items are covered, but deltas and broader streamed runtime parity remain incomplete.
src/agent/prompt_request/streaming.rs::enum::StreamingError	enum	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Ported as a Crystal exception with completion/prompt/tool constructor helpers rather than a Rust enum with source conversions.
src/agent/prompt_request/streaming.rs::func::empty	func	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	`FinalResponse.empty` is ported.
src/agent/prompt_request/streaming.rs::func::final_response	func	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	`MultiTurnStreamItem.final_response` is ported.
src/agent/prompt_request/streaming.rs::func::final_response_with_history	func	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Final-response-with-history helper is ported on `MultiTurnStreamItem`.
src/agent/prompt_request/streaming.rs::func::history	func	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	`FinalResponse.history` is ported via Crystal accessor.
src/agent/prompt_request/streaming.rs::func::multi_turn	func	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Streaming request max-turn behavior is ported through the lightweight multi-turn tool-call loop, including max-turn exhaustion; deltas and the broader async stream engine remain missing.
src/agent/prompt_request/streaming.rs::func::new	func	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Streaming prompt request construction from an agent/prompt is ported through `from_agent` and `initialize`, without the upstream Arc/generic hook constructor shape.
src/agent/prompt_request/streaming.rs::func::response	func	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	`FinalResponse.response` is ported via Crystal accessor.
src/agent/prompt_request/streaming.rs::func::usage	func	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	`FinalResponse.usage` is ported.
src/agent/prompt_request/streaming.rs::func::with_history	func	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Streaming history attachment is ported for the one-shot stream path; the broader multi-turn runtime is still missing.
src/agent/prompt_request/streaming.rs::method::FinalResponse.empty	method	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	`FinalResponse.empty` is ported.
src/agent/prompt_request/streaming.rs::method::StreamingPromptRequest.new	method	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Streaming prompt request construction is ported for the one-shot streaming path; upstream generic hook typing and agent-arc constructor shape are simplified.
src/agent/prompt_request/streaming.rs::struct::FinalResponse	struct	ported	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Final streaming response wrapper with response/usage/history is ported.
src/agent/prompt_request/streaming.rs::struct::StreamingPromptRequest	struct	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Streaming prompt request shell, history attachment, hook storage, one-shot send path, and a reduced multi-turn tool execution loop are ported; streamed deltas and the full Rust async engine remain missing.
src/agent/prompt_request/streaming.rs::test::merge_reasoning_blocks_keeps_distinct_ids_as_separate_items	test	ported	spec/crig_spec.cr	Distinct-id reasoning merge behavior is covered.
src/agent/prompt_request/streaming.rs::test::merge_reasoning_blocks_keeps_none_ids_separate_items	test	ported	spec/crig_spec.cr	Nil-id reasoning merge behavior is covered.
src/agent/prompt_request/streaming.rs::test::merge_reasoning_blocks_preserves_order_and_signatures	test	ported	spec/crig_spec.cr	Reasoning merge ordering/signature preservation is covered.
src/agent/prompt_request/streaming.rs::type::StreamingResult	type	partial	src/crig/agent/prompt_request/streaming.cr,spec/crig_spec.cr	Ported as `MultiTurnStreamingResult`, a Crystal wrapper over item arrays for the one-shot stream path rather than a Rust boxed async stream.
src/agent/tool.rs::struct::AgentToolArgs	struct	missing	-	auto-generated
src/audio_generation.rs::enum::AudioGenerationError	enum	partial	src/crig/audio_generation.cr:2-3	Ported as a Crystal exception base type rather than a Rust enum with source conversions.
src/audio_generation.rs::func::additional_params	func	ported	src/crig/audio_generation.cr:68-70,spec/crig_spec.cr:416-429	Audio-generation builder additional params setter is ported.
src/audio_generation.rs::func::build	func	ported	src/crig/audio_generation.cr:72-74,spec/crig_spec.cr:416-429	Audio-generation builder request build step is ported.
src/audio_generation.rs::func::new	func	ported	src/crig/audio_generation.cr:47-53,spec/crig_spec.cr:418-437	Audio-generation request-builder constructor is ported through Crystal `initialize`.
src/audio_generation.rs::func::speed	func	ported	src/crig/audio_generation.cr:64-66,spec/crig_spec.cr:416-427	Audio-generation builder speed setter is ported.
src/audio_generation.rs::func::text	func	ported	src/crig/audio_generation.cr:56-58,spec/crig_spec.cr:418-442	Audio-generation builder text setter is ported.
src/audio_generation.rs::func::voice	func	ported	src/crig/audio_generation.cr:60-62,spec/crig_spec.cr:419-443	Audio-generation builder voice setter is ported.
src/audio_generation.rs::method::AudioGenerationRequestBuilder.new	method	ported	src/crig/audio_generation.cr:47-53,spec/crig_spec.cr:418-437	Audio-generation builder constructor method is ported.
src/audio_generation.rs::struct::AudioGenerationRequest	struct	ported	src/crig/audio_generation.cr:30-38,spec/crig_spec.cr:416-429	Audio-generation request storage is ported.
src/audio_generation.rs::struct::AudioGenerationRequestBuilder	struct	partial	src/crig/audio_generation.cr:40-87,spec/crig_spec.cr:543-572	Builder composition plus `send`/`send_async` behavior are ported; Rust generic builder typing is simplified to a Crystal module-typed model slot and async execution is adapted to channel-returning fiber helpers.
src/audio_generation.rs::struct::AudioGenerationResponse	struct	ported	src/crig/audio_generation.cr:9-15,spec/crig_spec.cr:432-443	Audio-generation response wrapper is ported.
src/audio_generation.rs::trait::AudioGeneration	trait	partial	src/crig/audio_generation.cr:5-7	Ported as a Crystal abstract module with synchronous builder return rather than an async Rust trait.
src/audio_generation.rs::trait::AudioGenerationModel	trait	partial	src/crig/audio_generation.cr:17-28,spec/crig_spec.cr:543-572	Ported as a Crystal abstract module; generic associated response/client types are intentionally looser, and Rust async execution is exposed through a channel-based `audio_generation_async` helper.
src/audio_generation.rs::trait::AudioGenerationModelDyn	trait	partial	src/crig/audio_generation.cr:30-39,spec/crig_spec.cr:543-572	Ported as a Crystal abstract module returning direct values plus channel-based `audio_generation_async` helpers instead of boxed futures.
src/client/audio_generation.rs::struct::AudioGenerationModelHandle	struct	partial	src/crig/client/audio_generation.cr:11-26,spec/crig_spec.cr:497-504	Ported as a Crystal wrapper over `AudioGenerationModelDyn` for request-builder compatibility; Rust's panic-on-unreachable `make` path is not mirrored because the Crystal audio model protocol is simpler.
src/client/audio_generation.rs::trait::AudioGenerationClient	trait	partial	src/crig/client/audio_generation.cr:3-5,spec/crig_spec.cr:475-484	Ported as a Crystal generic module with synchronous model construction rather than the Rust associated-type trait with default helper methods.
src/client/audio_generation.rs::trait::AudioGenerationClientDyn	trait	partial	src/crig/client/audio_generation.cr:7-9,spec/crig_spec.cr:487-494	Ported as a Crystal abstract module returning `AudioGenerationModelDyn` directly instead of boxed trait objects.
src/client/builder.rs::enum::DefaultProviders	enum	partial	src/crig/client/builder.cr:15-58,spec/crig_spec.cr:534-539	Ported as a Crystal enum with provider-name string formatting and enumeration helpers; provider-specific environment registration is still missing.
src/client/builder.rs::enum::Error	enum	partial	src/crig/client/builder.cr:3-13,spec/crig_spec.cr:527-532	Ported as `DynClientBuilderError`, a Crystal exception with parity constructor helpers for not-found, not-capable, and completion failures rather than a Rust enum.
src/client/builder.rs::func::as_audio_generation	func	partial	src/crig/client/builder.cr:98-100	`AnyClient` audio-generation coercion is ported as an optional capability accessor.
src/client/builder.rs::func::as_completion	func	partial	src/crig/client/builder.cr:86-88,spec/crig_spec.cr:542-555	`AnyClient` completion coercion is ported as an optional capability accessor.
src/client/builder.rs::func::as_embedding	func	partial	src/crig/client/builder.cr:90-92,spec/crig_spec.cr:542-555	`AnyClient` embedding coercion is ported as an optional capability accessor.
src/client/builder.rs::func::as_image_generation	func	partial	src/crig/client/builder.cr:94-96	`AnyClient` image-generation coercion is ported as an optional capability accessor.
src/client/builder.rs::func::as_transcription	func	partial	src/crig/client/builder.cr:102-104,spec/crig_spec.cr:542-549	`AnyClient` transcription coercion is ported as an optional capability accessor.
src/client/builder.rs::func::new	func	partial	src/crig/client/builder.cr:75-83,src/crig/client/builder.cr:114-116,spec/crig_spec.cr:542-555,spec/crig_spec.cr:559-600	Ported as Crystal constructors for `AnyClient` and `DynClientBuilder`; upstream provider auto-registration is not mirrored.
src/client/builder.rs::method::DynClientBuilder.new	method	partial	src/crig/client/builder.cr:114-116,spec/crig_spec.cr:559-600	`DynClientBuilder.new` is ported as an empty registry constructor rather than Rust's `register_all` default.
src/client/builder.rs::struct::AnyClient	struct	partial	src/crig/client/builder.cr:60-105,spec/crig_spec.cr:542-555	Ported as a Crystal capability container using optional dyn-client slots instead of Rust's `Any`/vtable indirection.
src/client/builder.rs::struct::DynClientBuilder	struct	partial	src/crig/client/builder.cr:111-212,spec/crig_spec.cr:559-627	Dynamic client registry plus lookup/coercion helpers and `stream_completion`/`stream_prompt`/`stream_chat` are ported; upstream default-provider registration and provider-backed async environment loading remain missing.
src/client/builder.rs::struct::ProviderFactory	struct	partial	src/crig/client/builder.cr:107-109,spec/crig_spec.cr:559-565	Ported as a Crystal proc wrapper that builds `AnyClient` instances from environment callbacks.
src/client/completion.rs::func::new	func	partial	src/crig/client/completion.cr:40-42,spec/crig_spec.cr:468-475	Ported as the Crystal singleton constructor for `CompletionModelHandle`.
src/client/completion.rs::method::CompletionModelHandle.new	method	partial	src/crig/client/completion.cr:40-42,spec/crig_spec.cr:468-475	Completion-model handle construction is ported for dynamic completion client flows.
src/client/completion.rs::struct::CompletionModelHandle	struct	partial	src/crig/client/completion.cr:36-59,spec/crig_spec.cr:468-475	Ported as a Crystal wrapper over `CompletionModelDyn` that forwards request/stream behavior; Rust's panic-only `make` path and typed streaming response contract are simplified.
src/client/completion.rs::trait::CompletionClient	trait	partial	src/crig/client/completion.cr:16-24,spec/crig_spec.cr:429-447	Ported as a Crystal generic module with synchronous model construction plus `agent` and explicit-type `extractor` helpers rather than the Rust associated-type async trait shape.
src/client/completion.rs::trait::CompletionClientDyn	trait	partial	src/crig/client/completion.cr:27-34,spec/crig_spec.cr:450-466	Ported as a Crystal abstract module returning `CompletionModelDyn` directly and building handle-backed agents instead of boxed trait objects.
src/client/embeddings.rs::trait::EmbeddingsClient	trait	partial	src/crig/client/embeddings.cr:3-14,spec/crig_spec.cr:361-379	Ported as a Crystal generic module; model construction and builder helpers match upstream behavior, but Crystal requires the document type to be passed explicitly to `embeddings`/`embeddings_with_ndims` because it cannot express the Rust method-level generic surface directly.
src/client/embeddings.rs::trait::EmbeddingsClientDyn	trait	partial	src/crig/client/embeddings.cr:16-19,spec/crig_spec.cr:382-388	Ported as a Crystal abstract module returning `EmbeddingModelDyn` directly rather than boxed trait objects.
src/client/image_generation.rs::struct::ImageGenerationModelHandle	struct	partial	src/crig/client/image_generation.cr:15-30,spec/crig_spec.cr:564-570	Ported as a Crystal wrapper over `ImageGenerationModelDyn` for request-builder compatibility; Rust's panic-only `make` path is not mirrored because the Crystal image model protocol is simpler.
src/client/image_generation.rs::trait::ImageGenerationClient	trait	partial	src/crig/client/image_generation.cr:3-9,spec/crig_spec.cr:536-551	Ported as a Crystal generic module with synchronous model construction plus the `custom_image_generation_model` helper rather than the Rust associated-type async trait shape.
src/client/image_generation.rs::trait::ImageGenerationClientDyn	trait	partial	src/crig/client/image_generation.cr:11-13,spec/crig_spec.cr:554-561	Ported as a Crystal abstract module returning `ImageGenerationModelDyn` directly instead of boxed trait objects.
src/client/mod.rs::enum::ClientBuilderError	enum	partial	src/crig/client/base.cr:3-11,spec/crig_spec.cr:795-800	Ported as a Crystal exception with parity helpers for HTTP and invalid-property failures rather than a Rust enum.
src/client/mod.rs::enum::Transport	enum	ported	src/crig/client/base.cr:13-17,spec/crig_spec.cr:803-809	Transport variants `Http`, `Sse`, and `NdJson` are ported.
src/client/mod.rs::func::base_url	func	partial	src/crig/client/base.cr:117-119,spec/crig_spec.cr:878-895	Client-builder base-url setter is ported on the lightweight Crystal client builder.
src/client/mod.rs::func::build	func	partial	src/crig/client/base.cr:133-144,spec/crig_spec.cr:878-895	Lightweight client build is ported with API-key header insertion; upstream provider-builder finish/build and HTTP backend initialization remain missing.
src/client/mod.rs::func::builder	func	partial	src/crig/client/base.cr:100-106,spec/crig_spec.cr:878-895	Client builder creation from an extension is ported as a Crystal class helper requiring an explicit extension instance.
src/client/mod.rs::func::ext	func	partial	src/crig/client/base.cr:129-131,spec/crig_spec.cr:897-903	Client-builder extension accessor is ported.
src/client/mod.rs::func::headers	func	partial	src/crig/client/base.cr:89-94,spec/crig_spec.cr:858-868	Client header storage/access is ported on the lightweight Crystal client struct.
src/client/mod.rs::func::http_headers	func	partial	src/crig/client/base.cr:125-127,spec/crig_spec.cr:878-895	Client-builder HTTP header replacement is ported.
src/client/mod.rs::func::new	func	partial	src/crig/client/base.cr:108-110,spec/crig_spec.cr:858-868	Client direct construction from extension plus api key is ported via the lightweight builder path.
src/client/mod.rs::method::Client.base_url	method	partial	src/crig/client/base.cr:89-94,spec/crig_spec.cr:858-868	Client base-url accessor is ported.
src/client/mod.rs::method::Client.builder	method	partial	src/crig/client/base.cr:100-106,spec/crig_spec.cr:878-895	Client builder helper is ported as a Crystal class method requiring an explicit extension instance.
src/client/mod.rs::method::Client.new	method	partial	src/crig/client/base.cr:108-110,spec/crig_spec.cr:858-868	Client direct constructor helper is ported via the lightweight builder path.
src/client/mod.rs::method::ClientBuilder.build	method	partial	src/crig/client/base.cr:133-144,spec/crig_spec.cr:878-903	Client-builder build is ported with header merging and optional HTTP-client retention; upstream provider-builder orchestration remains missing.
src/client/mod.rs::method::ClientBuilder.ext	method	partial	src/crig/client/base.cr:129-131,spec/crig_spec.cr:897-903	Client-builder extension accessor is ported.
src/client/mod.rs::struct::BearerAuth	struct	partial	src/crig/client/base.cr:23-36,spec/crig_spec.cr:812-818	Ported as a Crystal API-key wrapper exposing bearer auth header generation.
src/client/mod.rs::struct::Capable	struct	partial	src/crig/client/base.cr:44-48,spec/crig_spec.cr:831-835	Ported as a Crystal generic marker that always reports capability support.
src/client/mod.rs::struct::Client	struct	partial	src/crig/client/base.cr:87-156,spec/crig_spec.cr:858-891	Lightweight Crystal client storage plus `with_ext` and request-metadata helpers (`post`/`get`/SSE variants) are ported; upstream HTTP transport, provider trait impls, and verification behavior remain missing.
src/client/mod.rs::struct::ClientBuilder	struct	partial	src/crig/client/base.cr:113-145,spec/crig_spec.cr:878-903	Lightweight Crystal client builder ports base-url, header, api-key, HTTP-client, ext, and build behavior; upstream provider-builder finish/build integration remains missing.
src/client/mod.rs::struct::FinalCompletionResponse	struct	partial	src/crig/client/completion.cr:3-14,spec/crig_spec.cr:478-484	Ported as a Crystal serializable wrapper exposing optional usage and `GetTokenUsage`; broader provider client module behavior remains missing.
src/client/mod.rs::struct::NeedsApiKey	struct	ported	src/crig/client/base.cr:54-55	NeedsApiKey marker struct is ported.
src/client/mod.rs::struct::Nothing	struct	partial	src/crig/client/base.cr:38-42,spec/crig_spec.cr:821-828	Ported as an empty API-key type that yields no header and rejects string conversion.
src/client/mod.rs::test::ensures_client_builder_no_annotation	test	missing	-	auto-generated
src/client/mod.rs::trait::ApiKey	trait	partial	src/crig/client/base.cr:19-21,spec/crig_spec.cr:812-828	Ported as a Crystal module with optional header conversion returning a simple header tuple.
src/client/mod.rs::trait::Capabilities	trait	partial	src/crig/client/base.cr:75-82,spec/crig_spec.cr:850-858	Ported as a Crystal module exposing explicit boolean capability queries instead of associated capability types.
src/client/mod.rs::trait::Capability	trait	partial	src/crig/client/base.cr:50-52,spec/crig_spec.cr:831-835	Ported as a Crystal module with `capable?` rather than a Rust associated constant.
src/client/mod.rs::trait::DebugExt	trait	partial	src/crig/client/base.cr:61-65	Ported as a Crystal module exposing optional debug field pairs instead of Rust iterators.
